"id","scientific","english","region","abundance_estimate","abundance_lower","abundance_upper","density_estimate","density_lower","density_upper","areakmsq"
"BARS","Hirundo rustica","Barn Swallow","5 Northern Pacific Rainforest",0.478,0.419,0.591,0.0351,0.0308,0.0434,0.136
"BARS","Hirundo rustica","Barn Swallow","6 Boreal Taiga Plains",3.92,3.69,4.16,0.0331,0.0312,0.0351,1.18
"BARS","Hirundo rustica","Barn Swallow","7 Taiga Shield & Hudson Plains",0.494,0.279,1,0.0033,0.0019,0.0067,1.49
"BARS","Hirundo rustica","Barn Swallow","8 Boreal Softwood Shield",2.24,1.67,2.42,0.017,0.0127,0.0184,1.32
"BARS","Hirundo rustica","Barn Swallow","9 Great Basin",0.211,0.18,0.251,0.0382,0.0327,0.0454,0.0552
"BARS","Hirundo rustica","Barn Swallow","10 Northern Rockies",0.848,0.749,1.01,0.0228,0.0201,0.0271,0.372
"BARS","Hirundo rustica","Barn Swallow","11 Prairie Potholes",6.06,5.56,6.58,0.137,0.125,0.148,0.444
"BARS","Hirundo rustica","Barn Swallow","12 Boreal Hardwood Transition",2.52,2.4,2.82,0.0676,0.0642,0.0756,0.373
"BARS","Hirundo rustica","Barn Swallow","13 Lower Great Lakes/St. Lawrence Plain",1.69,1.53,1.8,0.166,0.15,0.177,0.102
"BARS","Hirundo rustica","Barn Swallow","14 Atlantic Northern Forest",1.29,1.12,1.38,0.0663,0.0574,0.0709,0.195
"BARS","Hirundo rustica","Barn Swallow","6-0 Boreal Taiga Plains, South",3.76,3.53,4.03,0.0497,0.0468,0.0533,0.756
"BARS","Hirundo rustica","Barn Swallow","6-1 Boreal Taiga Plains, North",0.147,0.0722,0.235,0.0034,0.0017,0.0055,0.428
"BARS","Hirundo rustica","Barn Swallow","7-0 Taiga Shield & Hudson Plains, West",0.235,0.0684,0.488,0.0042,0.0012,0.0087,0.561
"BARS","Hirundo rustica","Barn Swallow","7-1 Taiga Shield & Hudson Plains, East",0.236,0.0913,0.47,0.0026,0.001,0.0051,0.925
"BARS","Hirundo rustica","Barn Swallow","8-0 Boreal Softwood Shield, West",1,0.783,1.15,0.0287,0.0225,0.033,0.348
"BARS","Hirundo rustica","Barn Swallow","8-1 Boreal Softwood Shield, Ontario",0.688,0.524,0.858,0.0174,0.0133,0.0217,0.395
"BARS","Hirundo rustica","Barn Swallow","8-2 Boreal Softwood Shield, East",0.482,0.302,0.611,0.0102,0.0064,0.0129,0.473
"BARS","Hirundo rustica","Barn Swallow","8-3 Boreal Softwood Shield, Newfoundland",0.0101,1e-04,0.0604,0.0011,0,0.0064,0.0945
"BAWW","Mniotilta varia","Black-and-white Warbler","Canada",24.5,23.8,25.6,0.0395,0.0383,0.0411,6.21
"BAWW","Mniotilta varia","Black-and-white Warbler","4 Northwestern Interior Forest",0.39,0.252,0.511,0.0071,0.0046,0.0094,0.546
"BAWW","Mniotilta varia","Black-and-white Warbler","5 Northern Pacific Rainforest",0.0046,0.0021,0.0091,3e-04,2e-04,7e-04,0.136
"BAWW","Mniotilta varia","Black-and-white Warbler","6 Boreal Taiga Plains",4.05,3.78,4.43,0.0342,0.0319,0.0374,1.18
"BAWW","Mniotilta varia","Black-and-white Warbler","7 Taiga Shield & Hudson Plains",2.91,2.64,3.71,0.0195,0.0177,0.0249,1.49
"BAWW","Mniotilta varia","Black-and-white Warbler","8 Boreal Softwood Shield",8.43,8.04,8.82,0.064,0.0611,0.067,1.32
"BAWW","Mniotilta varia","Black-and-white Warbler","9 Great Basin",0.0032,0.0012,0.005,6e-04,2e-04,9e-04,0.0552
"BAWW","Mniotilta varia","Black-and-white Warbler","10 Northern Rockies",0.138,0.0935,0.166,0.0037,0.0025,0.0045,0.372
"BAWW","Mniotilta varia","Black-and-white Warbler","11 Prairie Potholes",0.766,0.671,0.842,0.0173,0.0151,0.019,0.444
"BAWW","Mniotilta varia","Black-and-white Warbler","12 Boreal Hardwood Transition",4.69,4.56,4.84,0.126,0.122,0.13,0.373
"BAWW","Mniotilta varia","Black-and-white Warbler","13 Lower Great Lakes/St. Lawrence Plain",0.769,0.752,0.8,0.0755,0.0738,0.0786,0.102
"BAWW","Mniotilta varia","Black-and-white Warbler","14 Atlantic Northern Forest",2.28,2.19,2.36,0.117,0.112,0.121,0.195
"BAWW","Mniotilta varia","Black-and-white Warbler","6-0 Boreal Taiga Plains, South",3.04,2.72,3.3,0.0402,0.036,0.0436,0.756
"BAWW","Mniotilta varia","Black-and-white Warbler","6-1 Boreal Taiga Plains, North",1.04,0.835,1.24,0.0243,0.0195,0.029,0.428
"BAWW","Mniotilta varia","Black-and-white Warbler","7-0 Taiga Shield & Hudson Plains, West",0.435,0.214,0.593,0.0078,0.0038,0.0106,0.561
"BAWW","Mniotilta varia","Black-and-white Warbler","7-1 Taiga Shield & Hudson Plains, East",2.52,2.21,3.25,0.0273,0.0239,0.0351,0.925
"BAWW","Mniotilta varia","Black-and-white Warbler","8-0 Boreal Softwood Shield, West",1.51,1.36,1.67,0.0434,0.0392,0.0479,0.348
"BAWW","Mniotilta varia","Black-and-white Warbler","8-1 Boreal Softwood Shield, Ontario",3.6,3.32,3.77,0.091,0.0841,0.0955,0.395
"BAWW","Mniotilta varia","Black-and-white Warbler","8-2 Boreal Softwood Shield, East",2.08,1.98,2.23,0.044,0.0418,0.0472,0.473
"BAWW","Mniotilta varia","Black-and-white Warbler","8-3 Boreal Softwood Shield, Newfoundland",1.2,0.981,1.4,0.127,0.104,0.148,0.0945
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","Canada",1.08,1.04,1.14,0.0017,0.0017,0.0018,6.21
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","4 Northwestern Interior Forest",0.0014,6e-04,0.0025,0,0,0,0.546
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","5 Northern Pacific Rainforest",0,0,0,0,0,0,0.136
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","6 Boreal Taiga Plains",0.173,0.145,0.19,0.0015,0.0012,0.0016,1.18
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","7 Taiga Shield & Hudson Plains",0.0386,0.0255,0.0479,3e-04,2e-04,3e-04,1.49
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","8 Boreal Softwood Shield",0.313,0.276,0.354,0.0024,0.0021,0.0027,1.32
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","9 Great Basin",0,0,0,0,0,0,0.0552
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","10 Northern Rockies",0.0071,0.0052,0.0103,2e-04,1e-04,3e-04,0.372
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","11 Prairie Potholes",0.253,0.225,0.272,0.0057,0.0051,0.0061,0.444
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","12 Boreal Hardwood Transition",0.214,0.199,0.241,0.0057,0.0053,0.0064,0.373
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","13 Lower Great Lakes/St. Lawrence Plain",0.0586,0.0522,0.0628,0.0058,0.0051,0.0062,0.102
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","14 Atlantic Northern Forest",0.03,0.0262,0.0347,0.0015,0.0013,0.0018,0.195
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","6-0 Boreal Taiga Plains, South",0.171,0.143,0.189,0.0023,0.0019,0.0025,0.756
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","6-1 Boreal Taiga Plains, North",0.0024,9e-04,0.0041,1e-04,0,1e-04,0.428
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","7-0 Taiga Shield & Hudson Plains, West",0.0088,0.0048,0.0191,2e-04,1e-04,3e-04,0.561
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","7-1 Taiga Shield & Hudson Plains, East",0.0267,0.018,0.0382,3e-04,2e-04,4e-04,0.925
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","8-0 Boreal Softwood Shield, West",0.0866,0.0632,0.127,0.0025,0.0018,0.0037,0.348
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","8-1 Boreal Softwood Shield, Ontario",0.128,0.1,0.15,0.0032,0.0025,0.0038,0.395
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","8-2 Boreal Softwood Shield, East",0.0933,0.0697,0.106,0.002,0.0015,0.0022,0.473
"BBCU","Coccyzus erythropthalmus","Black-billed Cuckoo","8-3 Boreal Softwood Shield, Newfoundland",0.001,1e-04,0.0023,1e-04,0,2e-04,0.0945
"BBMA","Pica hudsonia","Black-billed Magpie","Canada",2.35,2.23,2.42,0.0038,0.0036,0.0039,6.21
"BBMA","Pica hudsonia","Black-billed Magpie","4 Northwestern Interior Forest",0.0143,0.0083,0.025,3e-04,2e-04,5e-04,0.546
"BBMA","Pica hudsonia","Black-billed Magpie","5 Northern Pacific Rainforest",0.0217,0.0163,0.0276,0.0016,0.0012,0.002,0.136
"BBMA","Pica hudsonia","Black-billed Magpie","6 Boreal Taiga Plains",0.692,0.648,0.72,0.0058,0.0055,0.0061,1.18
"BBMA","Pica hudsonia","Black-billed Magpie","7 Taiga Shield & Hudson Plains",0.0246,0.0099,0.063,2e-04,1e-04,4e-04,1.49
"BBMA","Pica hudsonia","Black-billed Magpie","8 Boreal Softwood Shield",0.106,0.0852,0.128,8e-04,6e-04,0.001,1.32
"BBMA","Pica hudsonia","Black-billed Magpie","9 Great Basin",0.0259,0.0237,0.0304,0.0047,0.0043,0.0055,0.0552
"BBMA","Pica hudsonia","Black-billed Magpie","10 Northern Rockies",0.202,0.187,0.222,0.0054,0.005,0.006,0.372
"BBMA","Pica hudsonia","Black-billed Magpie","11 Prairie Potholes",1.24,1.14,1.3,0.0278,0.0258,0.0293,0.444
"BBMA","Pica hudsonia","Black-billed Magpie","12 Boreal Hardwood Transition",0.0256,0.0217,0.03,7e-04,6e-04,8e-04,0.373
"BBMA","Pica hudsonia","Black-billed Magpie","13 Lower Great Lakes/St. Lawrence Plain",9e-04,4e-04,0.0016,1e-04,0,2e-04,0.102
"BBMA","Pica hudsonia","Black-billed Magpie","14 Atlantic Northern Forest",1e-04,0,2e-04,0,0,0,0.195
"BBMA","Pica hudsonia","Black-billed Magpie","6-0 Boreal Taiga Plains, South",0.68,0.638,0.708,0.009,0.0084,0.0094,0.756
"BBMA","Pica hudsonia","Black-billed Magpie","6-1 Boreal Taiga Plains, North",0.0093,0.0036,0.0169,2e-04,1e-04,4e-04,0.428
"BBMA","Pica hudsonia","Black-billed Magpie","7-0 Taiga Shield & Hudson Plains, West",0.0219,0.0067,0.0601,4e-04,1e-04,0.0011,0.561
"BBMA","Pica hudsonia","Black-billed Magpie","7-1 Taiga Shield & Hudson Plains, East",0.0023,9e-04,0.0044,0,0,0,0.925
"BBMA","Pica hudsonia","Black-billed Magpie","8-0 Boreal Softwood Shield, West",0.0795,0.0654,0.0992,0.0023,0.0019,0.0028,0.348
"BBMA","Pica hudsonia","Black-billed Magpie","8-1 Boreal Softwood Shield, Ontario",0.0229,0.0155,0.0321,6e-04,4e-04,8e-04,0.395
"BBMA","Pica hudsonia","Black-billed Magpie","8-2 Boreal Softwood Shield, East",0.0014,5e-04,0.0023,0,0,0,0.473
"BBMA","Pica hudsonia","Black-billed Magpie","8-3 Boreal Softwood Shield, Newfoundland",0,0,0,0,0,0,0.0945
"BBWA","Setophaga castanea","Bay-breasted Warbler","Canada",24.4,22.3,25.4,0.0393,0.0359,0.0409,6.21
"BBWA","Setophaga castanea","Bay-breasted Warbler","4 Northwestern Interior Forest",0.691,0.432,1.11,0.0127,0.0079,0.0204,0.546
"BBWA","Setophaga castanea","Bay-breasted Warbler","5 Northern Pacific Rainforest",0.0018,6e-04,0.0035,1e-04,0,3e-04,0.136
"BBWA","Setophaga castanea","Bay-breasted Warbler","6 Boreal Taiga Plains",4.22,3.75,4.98,0.0357,0.0317,0.0421,1.18
"BBWA","Setophaga castanea","Bay-breasted Warbler","7 Taiga Shield & Hudson Plains",4.26,3.28,4.99,0.0286,0.022,0.0335,1.49
"BBWA","Setophaga castanea","Bay-breasted Warbler","8 Boreal Softwood Shield",10.5,9.7,11.1,0.0799,0.0737,0.0846,1.32
"BBWA","Setophaga castanea","Bay-breasted Warbler","9 Great Basin",0,0,0,0,0,0,0.0552
"BBWA","Setophaga castanea","Bay-breasted Warbler","10 Northern Rockies",0.0707,0.0352,0.102,0.0019,9e-04,0.0027,0.372
"BBWA","Setophaga castanea","Bay-breasted Warbler","11 Prairie Potholes",0.253,0.207,0.33,0.0057,0.0047,0.0074,0.444
"BBWA","Setophaga castanea","Bay-breasted Warbler","12 Boreal Hardwood Transition",2.23,2.02,2.4,0.0597,0.0542,0.0644,0.373
"BBWA","Setophaga castanea","Bay-breasted Warbler","13 Lower Great Lakes/St. Lawrence Plain",0.183,0.16,0.202,0.018,0.0157,0.0199,0.102
"BBWA","Setophaga castanea","Bay-breasted Warbler","14 Atlantic Northern Forest",1.93,1.8,2.07,0.0991,0.0925,0.106,0.195
"BBWA","Setophaga castanea","Bay-breasted Warbler","6-0 Boreal Taiga Plains, South",2.72,2.41,3.06,0.036,0.0319,0.0405,0.756
"BBWA","Setophaga castanea","Bay-breasted Warbler","6-1 Boreal Taiga Plains, North",1.56,1.06,2.19,0.0364,0.0248,0.0512,0.428
"BBWA","Setophaga castanea","Bay-breasted Warbler","7-0 Taiga Shield & Hudson Plains, West",0.231,0.147,0.38,0.0041,0.0026,0.0068,0.561
"BBWA","Setophaga castanea","Bay-breasted Warbler","7-1 Taiga Shield & Hudson Plains, East",4,3.03,4.7,0.0432,0.0328,0.0508,0.925
"BBWA","Setophaga castanea","Bay-breasted Warbler","8-0 Boreal Softwood Shield, West",1.18,1.02,1.38,0.0338,0.0292,0.0395,0.348
"BBWA","Setophaga castanea","Bay-breasted Warbler","8-1 Boreal Softwood Shield, Ontario",3.13,2.61,3.7,0.0793,0.0662,0.0938,0.395
"BBWA","Setophaga castanea","Bay-breasted Warbler","8-2 Boreal Softwood Shield, East",5.94,5.34,6.48,0.126,0.113,0.137,0.473
"BBWA","Setophaga castanea","Bay-breasted Warbler","8-3 Boreal Softwood Shield, Newfoundland",0.0746,0.01,0.146,0.0079,0.0011,0.0155,0.0945
"BBWO","Picoides arcticus","Black-backed Woodpecker","Canada",2.51,2.3,2.96,0.004,0.0037,0.0048,6.21
"BBWO","Picoides arcticus","Black-backed Woodpecker","4 Northwestern Interior Forest",0.0122,0.0049,0.104,2e-04,1e-04,0.0019,0.546
"BBWO","Picoides arcticus","Black-backed Woodpecker","5 Northern Pacific Rainforest",0.009,0.0045,0.0207,7e-04,3e-04,0.0015,0.136
"BBWO","Picoides arcticus","Black-backed Woodpecker","6 Boreal Taiga Plains",0.222,0.148,0.305,0.0019,0.0013,0.0026,1.18
"BBWO","Picoides arcticus","Black-backed Woodpecker","7 Taiga Shield & Hudson Plains",1.12,0.864,1.44,0.0075,0.0058,0.0096,1.49
"BBWO","Picoides arcticus","Black-backed Woodpecker","8 Boreal Softwood Shield",0.945,0.809,1.09,0.0072,0.0061,0.0083,1.32
"BBWO","Picoides arcticus","Black-backed Woodpecker","9 Great Basin",0.0043,0.0033,0.0078,8e-04,6e-04,0.0014,0.0552
"BBWO","Picoides arcticus","Black-backed Woodpecker","10 Northern Rockies",0.082,0.0602,0.105,0.0022,0.0016,0.0028,0.372
"BBWO","Picoides arcticus","Black-backed Woodpecker","11 Prairie Potholes",0.0117,0.0058,0.0225,3e-04,1e-04,5e-04,0.444
"BBWO","Picoides arcticus","Black-backed Woodpecker","12 Boreal Hardwood Transition",0.103,0.0834,0.125,0.0028,0.0022,0.0033,0.373
"BBWO","Picoides arcticus","Black-backed Woodpecker","13 Lower Great Lakes/St. Lawrence Plain",0.0086,0.0065,0.0114,8e-04,6e-04,0.0011,0.102
"BBWO","Picoides arcticus","Black-backed Woodpecker","14 Atlantic Northern Forest",0.0256,0.0189,0.0316,0.0013,0.001,0.0016,0.195
"BBWO","Picoides arcticus","Black-backed Woodpecker","6-0 Boreal Taiga Plains, South",0.162,0.126,0.187,0.0021,0.0017,0.0025,0.756
"BBWO","Picoides arcticus","Black-backed Woodpecker","6-1 Boreal Taiga Plains, North",0.0511,0.0119,0.132,0.0012,3e-04,0.0031,0.428
"BBWO","Picoides arcticus","Black-backed Woodpecker","7-0 Taiga Shield & Hudson Plains, West",0.127,0.0315,0.353,0.0023,6e-04,0.0063,0.561
"BBWO","Picoides arcticus","Black-backed Woodpecker","7-1 Taiga Shield & Hudson Plains, East",0.95,0.692,1.23,0.0103,0.0075,0.0133,0.925
"BBWO","Picoides arcticus","Black-backed Woodpecker","8-0 Boreal Softwood Shield, West",0.181,0.14,0.26,0.0052,0.004,0.0075,0.348
"BBWO","Picoides arcticus","Black-backed Woodpecker","8-1 Boreal Softwood Shield, Ontario",0.24,0.185,0.316,0.0061,0.0047,0.008,0.395
"BBWO","Picoides arcticus","Black-backed Woodpecker","8-2 Boreal Softwood Shield, East",0.481,0.418,0.578,0.0102,0.0088,0.0122,0.473
"BBWO","Picoides arcticus","Black-backed Woodpecker","8-3 Boreal Softwood Shield, Newfoundland",0.0178,0.0062,0.031,0.0019,7e-04,0.0033,0.0945
"BCCH","Poecile atricapillus","Black-capped Chickadee","Canada",40.2,39.2,41.6,0.0647,0.0631,0.067,6.21
"BCCH","Poecile atricapillus","Black-capped Chickadee","4 Northwestern Interior Forest",1.4,1.15,1.75,0.0257,0.021,0.0321,0.546
"BCCH","Poecile atricapillus","Black-capped Chickadee","5 Northern Pacific Rainforest",1.01,0.945,1.1,0.0742,0.0694,0.0809,0.136
"BCCH","Poecile atricapillus","Black-capped Chickadee","6 Boreal Taiga Plains",4.62,4.34,4.96,0.0391,0.0367,0.0419,1.18
"BCCH","Poecile atricapillus","Black-capped Chickadee","7 Taiga Shield & Hudson Plains",2.26,1.41,2.87,0.0152,0.0094,0.0193,1.49
"BCCH","Poecile atricapillus","Black-capped Chickadee","8 Boreal Softwood Shield",8.44,7.95,9.3,0.0641,0.0604,0.0706,1.32
"BCCH","Poecile atricapillus","Black-capped Chickadee","9 Great Basin",0.595,0.573,0.641,0.108,0.104,0.116,0.0552
"BCCH","Poecile atricapillus","Black-capped Chickadee","10 Northern Rockies",3.3,3.17,3.58,0.0885,0.0851,0.0962,0.372
"BCCH","Poecile atricapillus","Black-capped Chickadee","11 Prairie Potholes",1.75,1.58,1.88,0.0394,0.0357,0.0424,0.444
"BCCH","Poecile atricapillus","Black-capped Chickadee","12 Boreal Hardwood Transition",8.67,8.25,9.12,0.232,0.221,0.244,0.373
"BCCH","Poecile atricapillus","Black-capped Chickadee","13 Lower Great Lakes/St. Lawrence Plain",2.69,2.6,2.77,0.264,0.255,0.272,0.102
"BCCH","Poecile atricapillus","Black-capped Chickadee","14 Atlantic Northern Forest",5.44,5.27,5.59,0.279,0.27,0.287,0.195
"BCCH","Poecile atricapillus","Black-capped Chickadee","6-0 Boreal Taiga Plains, South",4.34,4.04,4.55,0.0574,0.0534,0.0602,0.756
"BCCH","Poecile atricapillus","Black-capped Chickadee","6-1 Boreal Taiga Plains, North",0.272,0.169,0.47,0.0064,0.004,0.011,0.428
"BCCH","Poecile atricapillus","Black-capped Chickadee","7-0 Taiga Shield & Hudson Plains, West",0.389,0.226,0.557,0.0069,0.004,0.0099,0.561
"BCCH","Poecile atricapillus","Black-capped Chickadee","7-1 Taiga Shield & Hudson Plains, East",1.9,0.97,2.38,0.0206,0.0105,0.0258,0.925
"BCCH","Poecile atricapillus","Black-capped Chickadee","8-0 Boreal Softwood Shield, West",1.32,1.19,1.49,0.0378,0.0341,0.0426,0.348
"BCCH","Poecile atricapillus","Black-capped Chickadee","8-1 Boreal Softwood Shield, Ontario",3.69,3.47,4.04,0.0935,0.0878,0.102,0.395
"BCCH","Poecile atricapillus","Black-capped Chickadee","8-2 Boreal Softwood Shield, East",2.77,2.45,3.15,0.0585,0.0519,0.0665,0.473
"BCCH","Poecile atricapillus","Black-capped Chickadee","8-3 Boreal Softwood Shield, Newfoundland",0.635,0.488,0.801,0.0673,0.0516,0.0848,0.0945
"BEKI","Megaceryle alcyon","Belted Kingfisher","Canada",2.94,2.66,3.31,0.0047,0.0043,0.0053,6.21
"BEKI","Megaceryle alcyon","Belted Kingfisher","4 Northwestern Interior Forest",0.171,0.0449,0.238,0.0031,8e-04,0.0044,0.546
"BEKI","Megaceryle alcyon","Belted Kingfisher","5 Northern Pacific Rainforest",0.107,0.0872,0.126,0.0078,0.0064,0.0093,0.136
"BEKI","Megaceryle alcyon","Belted Kingfisher","6 Boreal Taiga Plains",0.347,0.254,0.442,0.0029,0.0021,0.0037,1.18
"BEKI","Megaceryle alcyon","Belted Kingfisher","7 Taiga Shield & Hudson Plains",0.196,0.131,0.474,0.0013,9e-04,0.0032,1.49
"BEKI","Megaceryle alcyon","Belted Kingfisher","8 Boreal Softwood Shield",0.948,0.848,1.03,0.0072,0.0064,0.0078,1.32
"BEKI","Megaceryle alcyon","Belted Kingfisher","9 Great Basin",0.0274,0.0224,0.0335,0.005,0.0041,0.0061,0.0552
"BEKI","Megaceryle alcyon","Belted Kingfisher","10 Northern Rockies",0.176,0.151,0.213,0.0047,0.0041,0.0057,0.372
"BEKI","Megaceryle alcyon","Belted Kingfisher","11 Prairie Potholes",0.0995,0.0691,0.122,0.0022,0.0016,0.0027,0.444
"BEKI","Megaceryle alcyon","Belted Kingfisher","12 Boreal Hardwood Transition",0.462,0.421,0.488,0.0124,0.0113,0.0131,0.373
"BEKI","Megaceryle alcyon","Belted Kingfisher","13 Lower Great Lakes/St. Lawrence Plain",0.145,0.133,0.156,0.0142,0.013,0.0153,0.102
"BEKI","Megaceryle alcyon","Belted Kingfisher","14 Atlantic Northern Forest",0.234,0.21,0.25,0.012,0.0108,0.0128,0.195
"BEKI","Megaceryle alcyon","Belted Kingfisher","6-0 Boreal Taiga Plains, South",0.25,0.183,0.288,0.0033,0.0024,0.0038,0.756
"BEKI","Megaceryle alcyon","Belted Kingfisher","6-1 Boreal Taiga Plains, North",0.0943,0.0502,0.179,0.0022,0.0012,0.0042,0.428
"BEKI","Megaceryle alcyon","Belted Kingfisher","7-0 Taiga Shield & Hudson Plains, West",0.0882,0.0327,0.261,0.0016,6e-04,0.0047,0.561
"BEKI","Megaceryle alcyon","Belted Kingfisher","7-1 Taiga Shield & Hudson Plains, East",0.102,0.0432,0.336,0.0011,5e-04,0.0036,0.925
"BEKI","Megaceryle alcyon","Belted Kingfisher","8-0 Boreal Softwood Shield, West",0.226,0.172,0.278,0.0065,0.0049,0.008,0.348
"BEKI","Megaceryle alcyon","Belted Kingfisher","8-1 Boreal Softwood Shield, Ontario",0.26,0.226,0.345,0.0066,0.0057,0.0087,0.395
"BEKI","Megaceryle alcyon","Belted Kingfisher","8-2 Boreal Softwood Shield, East",0.388,0.306,0.441,0.0082,0.0065,0.0093,0.473
"BEKI","Megaceryle alcyon","Belted Kingfisher","8-3 Boreal Softwood Shield, Newfoundland",0.0505,0.0236,0.104,0.0053,0.0025,0.011,0.0945
"BGGN","Polioptila caerulea","Blue-gray Gnatcatcher","Canada",0.0327,0.0235,0.0449,1e-04,0,1e-04,6.21
"BGGN","Polioptila caerulea","Blue-gray Gnatcatcher","4 Northwestern Interior Forest",0,0,0,0,0,0,0.546
"BGGN","Polioptila caerulea","Blue-gray Gnatcatcher","5 Northern Pacific Rainforest",0,0,0,0,0,0,0.136
"BGGN","Polioptila caerulea","Blue-gray Gnatcatcher","6 Boreal Taiga Plains",0,0,2e-04,0,0,0,1.18
"BGGN","Polioptila caerulea","Blue-gray Gnatcatcher","7 Taiga Shield & Hudson Plains",0,0,0,0,0,0,1.49
"BGGN","Polioptila caerulea","Blue-gray Gnatcatcher","8 Boreal Softwood Shield",0.0024,8e-04,0.0052,0,0,0,1.32
"BGGN","Polioptila caerulea","Blue-gray Gnatcatcher","9 Great Basin",0,0,0,0,0,0,0.0552
"BGGN","Polioptila caerulea","Blue-gray Gnatcatcher","10 Northern Rockies",0,0,0,0,0,0,0.372
"BGGN","Polioptila caerulea","Blue-gray Gnatcatcher","11 Prairie Potholes",1e-04,0,3e-04,0,0,0,0.444
"BGGN","Polioptila caerulea","Blue-gray Gnatcatcher","12 Boreal Hardwood Transition",0.018,0.0108,0.0278,5e-04,3e-04,7e-04,0.373
"BGGN","Polioptila caerulea","Blue-gray Gnatcatcher","13 Lower Great Lakes/St. Lawrence Plain",0.0088,0.0064,0.0117,9e-04,6e-04,0.0012,0.102
"BGGN","Polioptila caerulea","Blue-gray Gnatcatcher","14 Atlantic Northern Forest",0.0011,5e-04,0.0058,1e-04,0,3e-04,0.195
"BGGN","Polioptila caerulea","Blue-gray Gnatcatcher","6-0 Boreal Taiga Plains, South",0,0,2e-04,0,0,0,0.756
"BGGN","Polioptila caerulea","Blue-gray Gnatcatcher","6-1 Boreal Taiga Plains, North",0,0,0,0,0,0,0.428
"BGGN","Polioptila caerulea","Blue-gray Gnatcatcher","7-0 Taiga Shield & Hudson Plains, West",0,0,0,0,0,0,0.561
